unique_id,model_version,window,cutoff,bucket,history_length,yhat_total,y_total,ae,bias
CA-SC-10-B-NEW-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,152.38046706349206,131,21.380467063492063,21.380467063492063
CA-SC-10-F-10-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,668.0713634920635,593,75.07136349206348,75.07136349206348
CA-SC-10-F-10-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,1431.831723015873,1278,153.83172301587297,153.83172301587297
CA-SC-10-F-10-BR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,127.61214007936508,130,2.3878599206349236,-2.3878599206349236
CA-SC-10-F-10-DB-1TO,v1,Dec-Feb,2025-12-15,smooth,short,145.3812763888889,167,21.618723611111108,-21.618723611111108
CA-SC-10-F-10-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,413.3968966269843,417,3.603103373015699,-3.603103373015699
CA-SC-10-F-10-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,277.0302101190476,290,12.969789880952419,-12.969789880952419
CA-SC-10-F-10-WR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,178.51545853174608,188,9.484541468253923,-9.484541468253923
CA-SC-10-F-103-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,50.42769623015874,40,10.427696230158737,10.427696230158737
CA-SC-10-F-104-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,55.56061924603174,40,15.560619246031742,15.560619246031742
CA-SC-10-F-106-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,94.57712916666668,109,14.42287083333332,-14.42287083333332
CA-SC-10-F-106-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,98.15753531746033,76,22.15753531746033,22.15753531746033
CA-SC-10-F-106-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,134.73847976190478,117,17.738479761904784,17.738479761904784
CA-SC-10-F-107-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,38.523651388888894,43,4.476348611111106,-4.476348611111106
CA-SC-10-F-107-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,62.18360873015873,49,13.183608730158731,13.183608730158731
CA-SC-10-F-11-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,45.62326230158731,41,4.62326230158731,4.62326230158731
CA-SC-10-F-11-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,314.7784773809524,294,20.77847738095238,20.77847738095238
CA-SC-10-F-11-DB-1TO,v1,Dec-Feb,2025-12-15,smooth,short,38.4319742063492,57,18.568025793650797,-18.568025793650797
CA-SC-10-F-11-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,124.96499265873014,129,4.035007341269861,-4.035007341269861
CA-SC-10-F-11-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,73.24981904761906,71,2.249819047619056,2.249819047619056
CA-SC-10-F-12-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,46.17207638888889,44,2.1720763888888897,2.1720763888888897
CA-SC-10-F-12-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,103.71936765873019,75,28.719367658730192,28.719367658730192
CA-SC-10-F-12-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,68.63748253968254,73,4.362517460317463,-4.362517460317463
CA-SC-10-F-12-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,48.108788095238104,25,23.108788095238104,23.108788095238104
CA-SC-10-F-13-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,69.12959166666667,71,1.8704083333333301,-1.8704083333333301
CA-SC-10-F-13-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,255.82405376984124,144,111.82405376984124,111.82405376984124
CA-SC-10-F-13-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,115.90169146825401,75,40.901691468254015,40.901691468254015
CA-SC-10-F-13-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,71.29187420634922,38,33.29187420634922,33.29187420634922
CA-SC-10-F-13-WR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,26.92111706349207,22,4.921117063492069,4.921117063492069
CA-SC-10-F-14-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,146.53585932539684,97,49.53585932539684,49.53585932539684
CA-SC-10-F-14-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,97.83454186507937,87,10.834541865079373,10.834541865079373
CA-SC-10-F-14-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,54.289628769841265,67,12.710371230158735,-12.710371230158735
CA-SC-10-F-16-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,31.269663095238098,31,0.26966309523809784,0.26966309523809784
CA-SC-10-F-169-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,387.9808341269841,374,13.98083412698412,13.98083412698412
CA-SC-10-F-169-DB-1TO,v1,Dec-Feb,2025-12-15,smooth,short,113.01523412698414,109,4.01523412698414,4.01523412698414
CA-SC-10-F-169-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,97.43660793650795,110,12.563392063492046,-12.563392063492046
CA-SC-10-F-174-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,18.494310317460318,44,25.505689682539682,-25.505689682539682
CA-SC-10-F-177-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,221.58949563492064,109,112.58949563492064,112.58949563492064
CA-SC-10-F-177-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,196.9847886904762,80,116.9847886904762,116.9847886904762
CA-SC-10-F-18-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,63.58524543650795,63,0.5852454365079467,0.5852454365079467
CA-SC-10-F-182-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,63.50980535714287,41,22.509805357142866,22.509805357142866
CA-SC-10-F-182-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,100.55912777777779,77,23.55912777777779,23.55912777777779
CA-SC-10-F-183-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,118.38621805555556,72,46.38621805555556,46.38621805555556
CA-SC-10-F-183-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,53.398586507936514,59,5.601413492063486,-5.601413492063486
CA-SC-10-F-185-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,33.813142857142864,22,11.813142857142864,11.813142857142864
CA-SC-10-F-185-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,61.51389067460317,27,34.51389067460317,34.51389067460317
CA-SC-10-F-185-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,48.091052182539684,25,23.091052182539684,23.091052182539684
CA-SC-10-F-188-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,94.01032936507939,78,16.010329365079386,16.010329365079386
CA-SC-10-F-188-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,27.552115873015875,24,3.5521158730158753,3.5521158730158753
CA-SC-10-F-190-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,45.36446785714287,38,7.36446785714287,7.36446785714287
CA-SC-10-F-190-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,363.376376984127,279,84.37637698412698,84.37637698412698
CA-SC-10-F-190-DB-1TO,v1,Dec-Feb,2025-12-15,smooth,short,76.36259662698413,80,3.6374033730158715,-3.6374033730158715
CA-SC-10-F-190-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,113.35171686507937,80,33.35171686507937,33.35171686507937
CA-SC-10-F-193-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,336.24392777777786,140,196.24392777777786,196.24392777777786
CA-SC-10-F-193-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,126.27120515873018,40,86.27120515873018,86.27120515873018
CA-SC-10-F-197-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,89.67327420634922,90,0.32672579365078036,-0.32672579365078036
CA-SC-10-F-197-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,37.58864404761906,40,2.411355952380937,-2.411355952380937
CA-SC-10-F-199-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,363.7970428571429,349,14.797042857142912,14.797042857142912
CA-SC-10-F-199-DB-1TO,v1,Dec-Feb,2025-12-15,smooth,short,51.057945634920635,52,0.9420543650793647,-0.9420543650793647
CA-SC-10-F-199-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,214.0087668650794,169,45.008766865079394,45.008766865079394
CA-SC-10-F-199-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,33.34126765873016,37,3.6587323412698396,-3.6587323412698396
CA-SC-10-F-20-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,89.36052261904761,103,13.639477380952385,-13.639477380952385
CA-SC-10-F-20-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,90.64325376984128,84,6.64325376984128,6.64325376984128
CA-SC-10-F-20-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,28.22008531746032,41,12.77991468253968,-12.77991468253968
CA-SC-10-F-20-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,37.660337103174605,48,10.339662896825395,-10.339662896825395
CA-SC-10-F-200-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,102.01347261904762,89,13.013472619047619,13.013472619047619
CA-SC-10-F-200-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,60.99555238095239,85,24.00444761904761,-24.00444761904761
CA-SC-10-F-208-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,67.7654251984127,34,33.7654251984127,33.7654251984127
CA-SC-10-F-215-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,117.01056071428573,100,17.01056071428573,17.01056071428573
CA-SC-10-F-215-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,148.8272892857143,95,53.8272892857143,53.8272892857143
CA-SC-10-F-215-DB-1TO,v1,Dec-Feb,2025-12-15,smooth,short,30.70061507936508,40,9.299384920634921,-9.299384920634921
CA-SC-10-F-216-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,166.39633452380957,153,13.396334523809571,13.396334523809571
CA-SC-10-F-216-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,66.3323134920635,82,15.667686507936494,-15.667686507936494
CA-SC-10-F-219-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,40.1611007936508,25,15.161100793650803,15.161100793650803
CA-SC-10-F-22-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,65.08105734126984,57,8.08105734126984,8.08105734126984
CA-SC-10-F-22-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,123.37825297619051,116,7.37825297619051,7.37825297619051
CA-SC-10-F-22-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,31.002875000000003,23,8.002875000000003,8.002875000000003
CA-SC-10-F-221-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,84.07821825396826,37,47.07821825396826,47.07821825396826
CA-SC-10-F-232-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,55.61057956349207,62,6.389420436507933,-6.389420436507933
CA-SC-10-F-232-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,62.919024603174606,68,5.080975396825394,-5.080975396825394
CA-SC-10-F-234-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,50.44093571428572,80,29.55906428571428,-29.55906428571428
CA-SC-10-F-234-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,84.4779007936508,97,12.522099206349196,-12.522099206349196
CA-SC-10-F-25-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,11.379961111111113,27,15.620038888888887,-15.620038888888887
CA-SC-10-F-25-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,22.046988492063495,28,5.953011507936505,-5.953011507936505
CA-SC-10-F-26-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,30.096844642857146,37,6.903155357142854,-6.903155357142854
CA-SC-10-F-29-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,2.738574801587302,28,25.2614251984127,-25.2614251984127
CA-SC-10-F-30-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,226.07443333333336,141,85.07443333333336,85.07443333333336
CA-SC-10-F-30-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,474.23307559523823,358,116.23307559523823,116.23307559523823
CA-SC-10-F-30-BR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,26.56090317460318,37,10.43909682539682,-10.43909682539682
CA-SC-10-F-30-DB-1TO,v1,Dec-Feb,2025-12-15,smooth,short,53.24995456349206,48,5.249954563492061,5.249954563492061
CA-SC-10-F-30-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,152.95251269841273,148,4.952512698412733,4.952512698412733
CA-SC-10-F-30-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,108.51231071428572,98,10.512310714285718,10.512310714285718
CA-SC-10-F-31-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,71.27288928571429,83,11.727110714285715,-11.727110714285715
CA-SC-10-F-31-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,254.1826075396825,231,23.182607539682493,23.182607539682493
CA-SC-10-F-31-DB-1TO,v1,Dec-Feb,2025-12-15,smooth,short,29.105382142857145,29,0.10538214285714531,0.10538214285714531
CA-SC-10-F-31-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,85.56428789682542,76,9.56428789682542,9.56428789682542
CA-SC-10-F-31-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,43.58887817460318,48,4.411121825396819,-4.411121825396819
CA-SC-10-F-34-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,36.54697142857143,30,6.546971428571432,6.546971428571432
CA-SC-10-F-36-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,45.675221031746034,30,15.675221031746034,15.675221031746034
CA-SC-10-F-36-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,46.81231785714286,30,16.812317857142858,16.812317857142858
CA-SC-10-F-40-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,161.42428373015875,119,42.42428373015875,42.42428373015875
CA-SC-10-F-40-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,688.0405023809526,516,172.0405023809526,172.0405023809526
CA-SC-10-F-40-BR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,60.70952956349207,43,17.70952956349207,17.70952956349207
CA-SC-10-F-40-DB-1TO,v1,Dec-Feb,2025-12-15,smooth,short,109.94941924603178,83,26.94941924603178,26.94941924603178
CA-SC-10-F-40-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,314.1494769841271,266,48.14947698412709,48.14947698412709
CA-SC-10-F-40-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,143.82351369047623,136,7.823513690476233,7.823513690476233
CA-SC-10-F-40-WR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,64.26195793650795,72,7.7380420634920455,-7.7380420634920455
CA-SC-10-F-43-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,54.1200134920635,48,6.120013492063499,6.120013492063499
CA-SC-10-F-43-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,63.59149047619047,51,12.591490476190472,12.591490476190472
CA-SC-10-F-74-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,63.907989087301594,42,21.907989087301594,21.907989087301594
CA-SC-10-F-74-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,34.62924464285714,29,5.629244642857138,5.629244642857138
CA-SC-10-F-74-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,short,31.1912253968254,27,4.1912253968253985,4.1912253968253985
CA-SC-10-F-94-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,89.18865912698413,72,17.188659126984135,17.188659126984135
CA-SC-10-F-99-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,27.657532142857143,45,17.342467857142857,-17.342467857142857
CA-SC-10-F-NEW-BE-1TO,v1,Dec-Feb,2025-12-15,smooth,short,142.6544422619048,80,62.65444226190479,62.65444226190479
CA-SC-10-F-NEW-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,253.1336906746032,199,54.1336906746032,54.1336906746032
CA-SC-10-R-90-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,271.5305783730159,262,9.530578373015885,9.530578373015885
CA-SC-10-R-90-DB-1TO,v1,Dec-Feb,2025-12-15,smooth,short,43.05355337301588,42,1.0535533730158804,1.0535533730158804
CA-SC-10-R-90-DG-1TO,v1,Dec-Feb,2025-12-15,smooth,short,145.27111388888886,139,6.271113888888863,6.271113888888863
CA-SC-10-R-91-BK-1TO,v1,Dec-Feb,2025-12-15,smooth,short,32.82492777777778,29,3.8249277777777806,3.8249277777777806
CC-CC-03-CHCV15-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,357.45607936507946,116,241.45607936507946,241.45607936507946
CC-CC-03-MZMX38-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,101.7731634920635,55,46.7731634920635,46.7731634920635
CC-CC-15-CHCV20-BKRD-STR,v1,Dec-Feb,2025-12-15,smooth,short,33.73345615079366,31,2.733456150793657,2.733456150793657
CC-CC-15-CHCV21-BKRD-STR,v1,Dec-Feb,2025-12-15,smooth,short,32.5129255952381,32,0.5129255952381016,0.5129255952381016
CC-CC-15-DGCH05-BKRD-STR,v1,Dec-Feb,2025-12-15,smooth,short,59.71931607142857,39,20.719316071428572,20.719316071428572
CC-CN-03-B-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,356.0287130952381,254,102.02871309523812,102.02871309523812
CC-CN-03-D-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,897.7404416666667,634,263.7404416666667,263.7404416666667
CC-CN-03-F-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,272.54602182539685,217,55.54602182539685,55.54602182539685
CC-CN-03-G-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,93.99109464285715,85,8.99109464285715,8.99109464285715
CC-CN-03-H-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,144.8149761904762,113,31.814976190476187,31.814976190476187
CC-CN-03-I-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,151.7157450396826,105,46.71574503968259,46.71574503968259
CC-CN-03-J-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,974.2022095238095,642,332.20220952380953,332.20220952380953
CC-CN-03-K-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,972.4146293650795,595,377.41462936507946,377.41462936507946
CC-CN-03-L-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,609.8491083333333,414,195.84910833333333,195.84910833333333
CC-CN-03-M-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,764.8797204365078,559,205.8797204365078,205.8797204365078
CC-CN-03-N-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,859.1435984126985,515,344.14359841269845,344.14359841269845
CC-CN-03-P-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,977.1293845238097,748,229.12938452380968,229.12938452380968
CC-CN-03-R-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,377.1426926587302,322,55.1426926587302,55.1426926587302
CC-CN-03-T-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,151.42322738095243,113,38.423227380952426,38.423227380952426
CC-CN-03-X-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,1079.4238839285717,728,351.42388392857174,351.42388392857174
CC-CP-03-F-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,110.97710297619048,71,39.97710297619048,39.97710297619048
CC-CP-03-G-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,820.5744831349207,668,152.57448313492068,152.57448313492068
CC-CP-03-H-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,161.47299503968256,96,65.47299503968256,65.47299503968256
CC-CP-03-I-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,496.0047827380953,346,150.0047827380953,150.0047827380953
CC-CP-03-J-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,878.947618452381,577,301.947618452381,301.947618452381
CC-CP-03-K-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,1042.1597321428571,656,386.15973214285714,386.15973214285714
CC-CP-03-L-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,58.70612083333334,55,3.706120833333337,3.706120833333337
CC-CP-03-M-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,53.277932341269846,50,3.277932341269846,3.277932341269846
CC-CS-03-G-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,95.49539980158733,58,37.495399801587325,37.495399801587325
CC-CS-03-H-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,150.5291875,138,12.529187500000006,12.529187500000006
CC-CS-03-I-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,208.63928174603174,181,27.63928174603174,27.63928174603174
CC-CS-03-J-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,40.708665873015875,74,33.291334126984125,-33.291334126984125
CC-CS-03-K-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,348.03406309523814,278,70.03406309523814,70.03406309523814
CC-CS-03-L-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,179.9857906746032,173,6.985790674603209,6.985790674603209
CC-CS-03-M-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,142.23427599206352,128,14.234275992063516,14.234275992063516
CC-CS-03-N-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,68.54605515873017,62,6.546055158730169,6.546055158730169
CC-SN-03-B-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,53.86846329365079,37,16.86846329365079,16.86846329365079
CC-SN-03-D-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,96.5340748015873,75,21.534074801587295,21.534074801587295
CC-SS-03-G-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,76.28915496031748,66,10.289154960317475,10.289154960317475
CC-SS-03-H-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,69.49455178571431,49,20.494551785714307,20.494551785714307
CC-SS-03-I-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,99.97783948412702,96,3.977839484127017,3.977839484127017
CC-SS-03-J-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,113.16511507936508,147,33.83488492063492,-33.83488492063492
CC-SS-03-K-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,196.60434087301587,209,12.395659126984128,-12.395659126984128
CC-SS-03-M-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,271.6787107142857,214,57.67871071428573,57.67871071428573
CC-SS-03-N-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,77.5688884920635,84,6.431111507936507,-6.431111507936507
CC-SS-03-R-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,58.146815079365076,30,28.146815079365076,28.146815079365076
CC-SS-15-K-BKRD-STR,v1,Dec-Feb,2025-12-15,smooth,short,24.022419444444445,41,16.977580555555555,-16.977580555555555
CC-SS-15-M-BKRD-STR,v1,Dec-Feb,2025-12-15,smooth,short,27.599578174603185,49,21.400421825396815,-21.400421825396815
CC-TC-03-N-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,48.42978313492064,54,5.5702168650793595,-5.5702168650793595
CC-TC-03-P-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,22.26206765873016,22,0.26206765873016025,0.26206765873016025
CC-TS-03-N-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,27.853626388888888,27,0.8536263888888875,0.8536263888888875
CC-TS-03-R-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,50.571332142857145,58,7.428667857142855,-7.428667857142855
CC-TS-03-S-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,228.4712795634921,179,49.47127956349209,49.47127956349209
CC-TS-03-T-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,83.66604563492065,72,11.66604563492065,11.66604563492065
CC-TS-03-V-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,39.25132341269841,32,7.251323412698412,7.251323412698412
CC-TS-15-S-BKRD-STR,v1,Dec-Feb,2025-12-15,smooth,short,15.572381150793651,22,6.427618849206349,-6.427618849206349
CC-TS-15-T-BKRD-STR,v1,Dec-Feb,2025-12-15,smooth,short,35.74385932539682,37,1.2561406746031807,-1.2561406746031807
CC-TT-03-S-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,36.05711051587302,26,10.05711051587302,10.05711051587302
CC-TT-03-U-GR-1TO,v1,Dec-Feb,2025-12-15,smooth,long,42.7735257936508,47,4.226474206349202,-4.226474206349202
CA-SC-10-B-15-BK-1TO,v1,Oct-Dec,2025-10-06,smooth,short,26.579589285714285,43,16.420410714285715,-16.420410714285715
CA-SC-10-B-39-BK-1TO,v1,Oct-Dec,2025-10-06,smooth,short,72.91849642857142,67,5.918496428571416,5.918496428571416
CA-SC-10-B-76-BK-1TO,v1,Oct-Dec,2025-10-06,smooth,short,52.691179761904756,53,0.30882023809524384,-0.30882023809524384
CA-SC-10-F-10-DB-1TO,v1,Oct-Dec,2025-10-06,smooth,short,107.65344166666665,142,34.34655833333335,-34.34655833333335
CA-SC-10-F-12-BK-1TO,v1,Oct-Dec,2025-10-06,smooth,short,88.19820595238095,89,0.8017940476190546,-0.8017940476190546
CA-SC-10-F-185-BE-1TO,v1,Oct-Dec,2025-10-06,smooth,short,14.718044047619046,50,35.281955952380954,-35.281955952380954
CA-SC-10-F-185-BK-1TO,v1,Oct-Dec,2025-10-06,smooth,short,70.21621309523809,88,17.78378690476191,-17.78378690476191
CA-SC-10-F-190-BK-1TO,v1,Oct-Dec,2025-10-06,smooth,short,274.02016071428574,334,59.97983928571426,-59.97983928571426
CA-SC-10-F-199-GR-1TO,v1,Oct-Dec,2025-10-06,smooth,short,38.501014285714284,39,0.49898571428571614,-0.49898571428571614
CA-SC-10-F-20-BK-1TO,v1,Oct-Dec,2025-10-06,smooth,short,55.99928571428571,69,13.000714285714288,-13.000714285714288
CA-SC-10-F-232-BK-1TO,v1,Oct-Dec,2025-10-06,smooth,short,35.27620476190475,46,10.72379523809525,-10.72379523809525
CA-SC-10-F-25-BE-1TO,v1,Oct-Dec,2025-10-06,smooth,short,13.603410714285713,37,23.396589285714285,-23.396589285714285
CA-SC-10-F-25-BK-1TO,v1,Oct-Dec,2025-10-06,smooth,short,59.37262380952381,48,11.372623809523809,11.372623809523809
CC-CC-03-CHCV15-GR-1TO,v1,Oct-Dec,2025-10-06,smooth,long,310.05238928571424,349,38.94761071428576,-38.94761071428576
CC-CC-03-MZMX38-GR-1TO,v1,Oct-Dec,2025-10-06,smooth,long,141.01550119047616,125,16.015501190476158,16.015501190476158
CC-CC-15-DGCH05-BKRD-STR,v1,Oct-Dec,2025-10-06,smooth,short,62.22410476190476,69,6.775895238095238,-6.775895238095238
CC-CN-03-B-GR-1TO,v1,Oct-Dec,2025-10-06,smooth,long,412.9970738095238,502,89.00292619047622,-89.00292619047622
CC-CN-03-D-GR-1TO,v1,Oct-Dec,2025-10-06,smooth,long,1106.2675619047618,1064,42.267561904761806,42.267561904761806
CC-CN-03-F-GR-1TO,v1,Oct-Dec,2025-10-06,smooth,long,296.95009523809523,302,5.04990476190477,-5.04990476190477
CC-CN-03-G-GR-1TO,v1,Oct-Dec,2025-10-06,smooth,long,104.71063571428569,112,7.2893642857143135,-7.2893642857143135
CC-CN-03-H-GR-1TO,v1,Oct-Dec,2025-10-06,smooth,long,136.6141714285714,172,35.38582857142859,-35.38582857142859
CC-CN-03-I-GR-1TO,v1,Oct-Dec,2025-10-06,smooth,long,137.42137738095238,169,31.57862261904762,-31.57862261904762
